accession,serotype,year,year_basis,collection_date,first_public,host,strain,isolate,base_count,study_accession,source
OQ579312,DENV-2,2023,published,Aug-2015,2023-06-14,Serum,,2799/D2/2015,1485,,ENA portal API
OQ579313,DENV-2,2023,published,Aug-2015,2023-06-14,Serum,,2982/D2/2015,1485,,ENA portal API
OQ579314,DENV-2,2023,published,May-2016,2023-06-14,Serum,,1558/D2/2016,1485,,ENA portal API
OQ579315,DENV-2,2023,published,Mar-2015,2023-06-14,Serum,,688/D2/2015,1485,,ENA portal API
OQ579316,DENV-2,2023,published,Jul-2015,2023-06-14,Serum,,1655/D2/2015,1485,,ENA portal API
OQ579317,DENV-2,2023,published,Jul-2015,2023-06-14,Serum,,1659/D2/2015,1485,,ENA portal API
OQ579318,DENV-2,2023,published,Jul-2015,2023-06-14,Serum,,1855/D2/2015,1485,,ENA portal API
OQ579319,DENV-2,2023,published,Jul-2016,2023-06-14,Serum,,2171/D2/2016,1485,,ENA portal API
OQ579320,DENV-2,2023,published,Jul-2016,2023-06-14,Serum,,2389/D2/2016Dengue,1485,,ENA portal API
OQ579321,DENV-2,2023,published,Jul-2016,2023-06-14,Serum,,2455/D2/2016Dengue,1485,,ENA portal API
OQ579322,DENV-2,2023,published,Jul-2016,2023-06-14,Serum,,2527/D2/2016Dengue,1485,,ENA portal API
OQ579323,DENV-2,2023,published,Jul-2016,2023-06-14,Serum,,2550/D2/2016Dengue,1485,,ENA portal API
OQ579324,DENV-2,2023,published,Jul-2016,2023-06-14,Serum,,2571/D2/2016Dengue,1485,,ENA portal API
OQ579325,DENV-2,2023,published,Jul-2016,2023-06-14,Serum,,2583/D2/2016Dengue,1485,,ENA portal API
OQ579326,DENV-2,2023,published,Jul-2016,2023-06-14,Serum,,2586/D2/2016Dengue,1485,,ENA portal API
OQ579327,DENV-2,2023,published,Jul-2016,2023-06-14,Serum,,2610/D2/2016Dengue,1485,,ENA portal API
OQ579328,DENV-2,2023,published,Jul-2016,2023-06-14,Serum,,2611/D2/2016Dengue,1485,,ENA portal API
OQ579329,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,2831/D2/2016Dengue,1485,,ENA portal API
OQ579330,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,2834/D2/2016Dengue,1485,,ENA portal API
OQ579331,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,2837/D2/2016Dengue,1485,,ENA portal API
OQ579332,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,2856/D2/2016Dengue,1485,,ENA portal API
OQ579333,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,2861/D2/2016Dengue,1485,,ENA portal API
OQ579334,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,2922/D2/2016Dengue,1485,,ENA portal API
OQ579335,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,2950/D2/2016Dengue,1485,,ENA portal API
OQ579336,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,2966/D2/2016Dengue,1485,,ENA portal API
OQ579337,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,3073/D2/2016Dengue,1485,,ENA portal API
OQ579338,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,3082/D2/2016Dengue,1485,,ENA portal API
OQ579339,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,3150/D2/2016Dengue,1485,,ENA portal API
OQ579340,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,3188/D2/2016Dengue,1485,,ENA portal API
OQ579341,DENV-2,2023,published,Aug-2016,2023-06-14,Serum,,3259/D2/2016Dengue,1485,,ENA portal API
OQ579342,DENV-2,2023,published,Oct-2016,2023-06-14,Serum,,4643/D2/2016Dengue,1485,,ENA portal API
OQ579343,DENV-2,2023,published,Oct-2016,2023-06-14,Serum,,4752/D2/2016Dengue,1485,,ENA portal API
OQ579344,DENV-2,2023,published,Nov-2016,2023-06-14,Serum,,4821/D2/2016Dengue,1485,,ENA portal API
OQ579345,DENV-2,2023,published,Nov-2016,2023-06-14,Serum,,4823/D2/2016Dengue,1485,,ENA portal API
OQ579346,DENV-2,2023,published,Nov-2016,2023-06-14,Serum,,4826/D2/2016Dengue,1485,,ENA portal API
OQ579347,DENV-2,2023,published,Nov-2016,2023-06-14,Serum,,4833/D2/2016Dengue,1485,,ENA portal API
OQ579348,DENV-2,2023,published,Nov-2016,2023-06-14,Serum,,5281/D2/2016Dengue,1485,,ENA portal API
OQ579349,DENV-2,2023,published,Dec-2016,2023-06-14,Serum,,5364/D2/2016Dengue,1485,,ENA portal API
OQ579350,DENV-2,2023,published,Dec-2016,2023-06-14,Serum,,5546/D2/2016Dengue,1485,,ENA portal API
OQ579351,DENV-2,2023,published,Dec-2016,2023-06-14,Serum,,5553/D2/2016Dengue,1485,,ENA portal API
OQ579352,DENV-2,2023,published,Dec-2016,2023-06-14,Serum,,5555/D2/2016Dengue,1485,,ENA portal API
OQ579353,DENV-2,2023,published,Dec-2016,2023-06-14,Serum,,5559/D2/2016Dengue,1485,,ENA portal API
OQ579354,DENV-2,2023,published,Dec-2016,2023-06-14,Serum,,5600/D2/2016Dengue,1485,,ENA portal API
OQ579355,DENV-2,2023,published,Jan-2017,2023-06-14,Serum,,325/D2/2017Dengue,1485,,ENA portal API
OQ579356,DENV-2,2023,published,Jan-2017,2023-06-14,Serum,,390/D2/2017Dengue,1485,,ENA portal API
OQ579357,DENV-2,2023,published,Jan-2017,2023-06-14,Serum,,444/D2/2017Dengue,1485,,ENA portal API
OQ579358,DENV-2,2023,published,Feb-2017,2023-06-14,Serum,,592/D2/2017Dengue,1485,,ENA portal API
OQ579359,DENV-2,2023,published,Feb-2017,2023-06-14,Serum,,605/D2/2017Dengue,1485,,ENA portal API
OQ579360,DENV-2,2023,published,Mar-2017,2023-06-14,Serum,,747/D2/2017Dengue,1485,,ENA portal API
OQ579361,DENV-2,2023,published,Mar-2017,2023-06-14,Serum,,845/D2/2017Dengue,1485,,ENA portal API
OQ579362,DENV-2,2023,published,Mar-2017,2023-06-14,Serum,,859/D2/2017Dengue,1485,,ENA portal API
OQ579363,DENV-2,2023,published,Apr-2017,2023-06-14,Serum,,1033/D2/2017Dengue,1485,,ENA portal API
OQ579364,DENV-2,2023,published,Sep-2015,2023-06-14,Serum,,3838/D2/2015Dengue,1485,,ENA portal API
OQ579365,DENV-3,2023,published,Jan-2016,2023-06-14,Serum,,340/D3/2016,1479,,ENA portal API
OQ579366,DENV-3,2023,published,Feb-2016,2023-06-14,Serum,,511/D3/2016,1479,,ENA portal API
OQ579367,DENV-3,2023,published,Feb-2016,2023-06-14,Serum,,555/D3/2016,1479,,ENA portal API
OQ579368,DENV-3,2023,published,Mar-2016,2023-06-14,Serum,,913/D3/2016,1479,,ENA portal API
OQ579369,DENV-3,2023,published,Mar-2016,2023-06-14,Serum,,888/D3/2016,1479,,ENA portal API
OQ579370,DENV-3,2023,published,Mar-2016,2023-06-14,Serum,,906/D3/2016,1479,,ENA portal API
OQ579371,DENV-3,2023,published,Mar-2015,2023-06-14,Serum,,685/D3/2015,1479,,ENA portal API
OQ579372,DENV-3,2023,published,Jun-2015,2023-06-14,Serum,,1157/D3/2015,1479,,ENA portal API
OQ579373,DENV-3,2023,published,Jun-2015,2023-06-14,Serum,,1166/D3/2015,1464,,ENA portal API
OQ579374,DENV-3,2023,published,Jun-2015,2023-06-14,Serum,,1215/D3/2015,1479,,ENA portal API
OQ579375,DENV-3,2023,published,Jun-2015,2023-06-14,Serum,,1331/D3/2015,1464,,ENA portal API
OQ579376,DENV-3,2023,published,Jun-2015,2023-06-14,Serum,,1337/D3/2015,1479,,ENA portal API
OQ579377,DENV-3,2023,published,Jul-2015,2023-06-14,Serum,,1416/D3/2015,1479,,ENA portal API
OQ579378,DENV-3,2023,published,Jul-2015,2023-06-14,Serum,,1473/D3/2015,1479,,ENA portal API
OQ579379,DENV-3,2023,published,Jul-2015,2023-06-14,Serum,,1479/D3/2015,1479,,ENA portal API
OQ579380,DENV-3,2023,published,Jul-2015,2023-06-14,Serum,,1536/D3/2015,1461,,ENA portal API
OQ579381,DENV-3,2023,published,Jul-2015,2023-06-14,Serum,,1549/D3/2015,1458,,ENA portal API
OQ579382,DENV-3,2023,published,Jul-2015,2023-06-14,Serum,,1580/D3/2015,1479,,ENA portal API
OQ579383,DENV-3,2023,published,Jul-2015,2023-06-14,Serum,,1803/D3/2015,1479,,ENA portal API
OQ579384,DENV-3,2023,published,Jul-2015,2023-06-14,Serum,,1959/D3/2015,1479,,ENA portal API
OQ579385,DENV-3,2023,published,Jul-2015,2023-06-14,Serum,,2025/D3/2015,1479,,ENA portal API
OQ579386,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2352/D3/2015,1464,,ENA portal API
OQ579387,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2371/D3/2015,1479,,ENA portal API
OQ579388,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2394/D3/2015,1464,,ENA portal API
OQ579389,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2550/D3/2015,1479,,ENA portal API
OQ579390,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2670/D3/2015,1479,,ENA portal API
OQ579391,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2691/D3/2015,1479,,ENA portal API
OQ579392,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2747/D3/2015,1479,,ENA portal API
OQ579393,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2960/D3/2015,1455,,ENA portal API
OQ579394,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2964/D3/2015,1479,,ENA portal API
OQ579395,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,3018/D3/2015,1479,,ENA portal API
OQ579396,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,3040/D3/2015,1479,,ENA portal API
OQ579397,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3240/D3/2015,1479,,ENA portal API
OQ579398,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3309/D3/2015,1479,,ENA portal API
OQ579399,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3319/D3/2015,1479,,ENA portal API
OQ579400,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3331/D3/2015,1479,,ENA portal API
OQ579401,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3332/D3/2015,1479,,ENA portal API
OQ579402,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3545/D3/2015,1479,,ENA portal API
OQ579403,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3633/D3/2015,1479,,ENA portal API
OQ579404,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3666/D3/2015,1479,,ENA portal API
OQ579405,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2422/D3/2015,1479,,ENA portal API
OQ579406,DENV-3,2023,published,Aug-2015,2023-06-14,Serum,,2953/D3/2015,1479,,ENA portal API
OQ579407,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3326/D3/2015,1479,,ENA portal API
OQ579408,DENV-3,2023,published,May-2016,2023-06-14,Serum,,1471/D3/2016,1479,,ENA portal API
OQ579409,DENV-3,2023,published,May-2016,2023-06-14,Serum,,1555/D3/2016,1479,,ENA portal API
OQ579410,DENV-3,2023,published,Jun-2016,2023-06-14,Serum,,1975/D3/2016,1479,,ENA portal API
OQ579411,DENV-3,2023,published,Jul-2016,2023-06-14,Serum,,2222/D3/2016,1479,,ENA portal API
OQ579412,DENV-3,2023,published,Aug-2016,2023-06-14,Serum,,3047/D3/2016,1464,,ENA portal API
OQ579413,DENV-3,2023,published,Aug-2016,2023-06-14,Serum,,3140/D3/2016,1479,,ENA portal API
OQ579414,DENV-3,2023,published,Aug-2016,2023-06-14,Serum,,3141/D3/2016,1473,,ENA portal API
OQ579415,DENV-3,2023,published,Aug-2016,2023-06-14,Serum,,3261/D3/2016,1464,,ENA portal API
OQ579416,DENV-3,2023,published,Aug-2016,2023-06-14,Serum,,3277/D3/2016,1464,,ENA portal API
OQ579417,DENV-3,2023,published,Aug-2016,2023-06-14,Serum,,3487/D3/2016,1464,,ENA portal API
OQ579418,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,3662/D3/2016,1464,,ENA portal API
OQ579419,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,3664/D3/2016,1464,,ENA portal API
OQ579420,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,3814/D3/2016,1464,,ENA portal API
OQ579421,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,3817/D3/2016,1464,,ENA portal API
OQ579422,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,3819/D3/2016,1464,,ENA portal API
OQ579423,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,3860/D3/2016,1464,,ENA portal API
OQ579424,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,3885/D3/2016,1464,,ENA portal API
OQ579425,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,3914/D3/2016,1479,,ENA portal API
OQ579426,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,3977/D3/2016,1479,,ENA portal API
OQ579427,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,4003/D3/2016,1464,,ENA portal API
OQ579428,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,4068/D3/2016,1464,,ENA portal API
OQ579429,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,4273/D3/2016,1464,,ENA portal API
OQ579430,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,4275/D3/2016,1479,,ENA portal API
OQ579431,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,4342/D3/2016,1464,,ENA portal API
OQ579432,DENV-3,2023,published,Sep-2016,2023-06-14,Serum,,4366/D3/2016,1464,,ENA portal API
OQ579433,DENV-3,2023,published,Oct-2016,2023-06-14,Serum,,4446/D3/2016,1479,,ENA portal API
OQ579434,DENV-3,2023,published,Oct-2016,2023-06-14,Serum,,4453/D3/2016,1479,,ENA portal API
OQ579435,DENV-3,2023,published,Oct-2016,2023-06-14,Serum,,4514/D3/2016,1473,,ENA portal API
OQ579436,DENV-3,2023,published,Oct-2016,2023-06-14,Serum,,4610/D3/2016,1479,,ENA portal API
OQ579437,DENV-3,2023,published,Oct-2016,2023-06-14,Serum,,4669/D3/2016,1479,,ENA portal API
OQ579438,DENV-3,2023,published,Nov-2016,2023-06-14,Serum,,4797/D3/2016,1479,,ENA portal API
OQ579439,DENV-3,2023,published,Nov-2016,2023-06-14,Serum,,4839/D3/2016,1479,,ENA portal API
OQ579440,DENV-3,2023,published,Nov-2016,2023-06-14,Serum,,4933/D3/2016,1479,,ENA portal API
OQ579441,DENV-3,2023,published,Nov-2016,2023-06-14,Serum,,5054/D3/2016,1479,,ENA portal API
OQ579442,DENV-3,2023,published,Nov-2016,2023-06-14,Serum,,5058/D3/2016,1464,,ENA portal API
OQ579443,DENV-3,2023,published,Nov-2016,2023-06-14,Serum,,5060/D3/2016,1479,,ENA portal API
OQ579444,DENV-3,2023,published,Nov-2016,2023-06-14,Serum,,5083/D3/2016,1479,,ENA portal API
OQ579445,DENV-3,2023,published,Nov-2016,2023-06-14,Serum,,5160/D3/2016,1470,,ENA portal API
OQ579446,DENV-3,2023,published,Dec-2016,2023-06-14,Serum,,5375/D3/2016,1461,,ENA portal API
OQ579447,DENV-3,2023,published,Dec-2016,2023-06-14,Serum,,5394/D3/2016,1473,,ENA portal API
OQ579448,DENV-3,2023,published,Dec-2016,2023-06-14,Serum,,5424/D3/2016,1476,,ENA portal API
OQ579449,DENV-3,2023,published,Dec-2016,2023-06-14,Serum,,5504/D3/2016,1476,,ENA portal API
OQ579450,DENV-3,2023,published,Dec-2016,2023-06-14,Serum,,5506/D3/2016,1479,,ENA portal API
OQ579451,DENV-3,2023,published,Dec-2016,2023-06-14,Serum,,5511/D3/2016,1479,,ENA portal API
OQ579452,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,9/D3/2017,1479,,ENA portal API
OQ579453,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,16/D3/2017,1479,,ENA portal API
OQ579454,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,103/D3/2017,1479,,ENA portal API
OQ579455,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,125/D3/2017,1479,,ENA portal API
OQ579456,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,128/D3/2017,1479,,ENA portal API
OQ579457,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,129/D3/2017,1479,,ENA portal API
OQ579458,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,131/D3/2017,1479,,ENA portal API
OQ579459,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,151/D3/2017,1479,,ENA portal API
OQ579460,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,157/D3/2017,1479,,ENA portal API
OQ579461,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,200/D3/2017,1479,,ENA portal API
OQ579462,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,326/D3/2017,1479,,ENA portal API
OQ579463,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,335/D3/2017,1479,,ENA portal API
OQ579464,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,392/D3/2017,1479,,ENA portal API
OQ579465,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,393/D3/2017,1479,,ENA portal API
OQ579466,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,396/D3/2017,1479,,ENA portal API
OQ579467,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,442/D3/2017,1479,,ENA portal API
OQ579468,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,443/D3/2017,1479,,ENA portal API
OQ579469,DENV-3,2023,published,Jan-2017,2023-06-14,Serum,,445/D3/2017,1479,,ENA portal API
OQ579470,DENV-3,2023,published,Feb-2017,2023-06-14,Serum,,456/D3/2017,1479,,ENA portal API
OQ579471,DENV-3,2023,published,Feb-2017,2023-06-14,Serum,,477/D3/2017,1479,,ENA portal API
OQ579472,DENV-3,2023,published,Feb-2017,2023-06-14,Serum,,527/D3/2017,1479,,ENA portal API
OQ579473,DENV-3,2023,published,Feb-2017,2023-06-14,Serum,,554/D3/2017,1479,,ENA portal API
OQ579474,DENV-3,2023,published,Feb-2017,2023-06-14,Serum,,570/D3/2017,1479,,ENA portal API
OQ579475,DENV-3,2023,published,Feb-2017,2023-06-14,Serum,,572/D3/2017,1479,,ENA portal API
OQ579476,DENV-3,2023,published,Feb-2017,2023-06-14,Serum,,574/D3/2017,1479,,ENA portal API
OQ579477,DENV-3,2023,published,Feb-2017,2023-06-14,Serum,,621/D3/2017,1479,,ENA portal API
OQ579478,DENV-3,2023,published,Feb-2017,2023-06-14,Serum,,638/D3/2017,1479,,ENA portal API
OQ579479,DENV-3,2023,published,Feb-2017,2023-06-14,Serum,,654/D3/2017,1479,,ENA portal API
OQ579480,DENV-3,2023,published,Mar-2017,2023-06-14,Serum,,718/D3/2017,1479,,ENA portal API
OQ579481,DENV-3,2023,published,Mar-2017,2023-06-14,Serum,,761/D3/2017,1479,,ENA portal API
OQ579482,DENV-3,2023,published,Mar-2017,2023-06-14,Serum,,764/D3/2017,1479,,ENA portal API
OQ579483,DENV-3,2023,published,Mar-2017,2023-06-14,Serum,,780/D3/2017,1479,,ENA portal API
OQ579484,DENV-3,2023,published,Apr-2017,2023-06-14,Serum,,868/D3/2017,1479,,ENA portal API
OQ579485,DENV-3,2023,published,Apr-2017,2023-06-14,Serum,,914/D3/2017,1479,,ENA portal API
OQ579486,DENV-3,2023,published,Apr-2017,2023-06-14,Serum,,959/D3/2017,1479,,ENA portal API
OQ579487,DENV-3,2023,published,Apr-2017,2023-06-14,Serum,,969/D3/2017,1479,,ENA portal API
OQ579488,DENV-3,2023,published,Apr-2017,2023-06-14,Serum,,977/D3/2017,1479,,ENA portal API
OQ579489,DENV-3,2023,published,May-2017,2023-06-14,Serum,,1039/D3/2017,1479,,ENA portal API
OQ579490,DENV-3,2023,published,May-2017,2023-06-14,Serum,,1041/D3/2017,1479,,ENA portal API
OQ579491,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3816/D3/2015,1479,,ENA portal API
OQ579492,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,3878/D3/2015,1479,,ENA portal API
OQ579493,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,4106/D3/2015,1479,,ENA portal API
OQ579494,DENV-3,2023,published,Sep-2015,2023-06-14,Serum,,4108/D3/2015,1479,,ENA portal API
OQ579495,DENV-3,2023,published,Oct-2015,2023-06-14,Serum,,4518/D3/2015,1479,,ENA portal API
OQ579496,DENV-3,2023,published,Oct-2015,2023-06-14,Serum,,4554/D3/2015,1479,,ENA portal API
OQ579497,DENV-3,2023,published,Oct-2015,2023-06-14,Serum,,4719/D3/2015,1479,,ENA portal API
OQ579498,DENV-3,2023,published,Oct-2015,2023-06-14,Serum,,4728/D3/2015,1479,,ENA portal API
OQ579499,DENV-3,2023,published,Nov-2015,2023-06-14,Serum,,5625/D3/2015,1479,,ENA portal API
OQ579500,DENV-3,2023,published,Nov-2015,2023-06-14,Serum,,5639/D3/2015,1479,,ENA portal API
OQ579501,DENV-3,2023,published,Nov-2015,2023-06-14,Serum,,6000/D3/2015,1479,,ENA portal API
OQ579502,DENV-3,2023,published,Nov-2016,2023-06-14,Serum,,4846/D3/2016,1479,,ENA portal API
OQ579503,DENV-3,2023,published,Dec-2016,2023-06-14,Serum,,5554/D3/2016,1479,,ENA portal API
OQ579504,DENV-4,2023,published,Feb-2016,2023-06-14,Serum,,603/D4/2016,1395,,ENA portal API
OQ579505,DENV-4,2023,published,Feb-2016,2023-06-14,Serum,,560/D4/2016,1395,,ENA portal API
OQ579506,DENV-4,2023,published,Mar-2016,2023-06-14,Serum,,932/D4/2016,1395,,ENA portal API
OQ579507,DENV-4,2023,published,Mar-2016,2023-06-14,Serum,,931/D4/2016,1395,,ENA portal API
OQ579508,DENV-4,2023,published,Aug-2015,2023-06-14,Serum,,2195/D4/2015,1395,,ENA portal API
OQ579509,DENV-4,2023,published,Aug-2015,2023-06-14,Serum,,2245/D4/2015,1395,,ENA portal API
OQ579510,DENV-4,2023,published,Sep-2015,2023-06-14,Serum,,3446/D4/2015,1395,,ENA portal API
OQ579511,DENV-4,2023,published,Sep-2015,2023-06-14,Serum,,3452/D4/2015,1395,,ENA portal API
OQ579512,DENV-4,2023,published,Jun-2016,2023-06-14,Serum,,1930/D4/2016,1395,,ENA portal API
OQ579513,DENV-4,2023,published,Jun-2016,2023-06-14,Serum,,1945/D4/2016,1395,,ENA portal API
OQ579514,DENV-4,2023,published,Jun-2016,2023-06-14,Serum,,2105/D4/2016,1395,,ENA portal API
OQ579515,DENV-4,2023,published,Jun-2016,2023-06-14,Serum,,2109/D4/2016,1395,,ENA portal API
OQ579516,DENV-4,2023,published,Jun-2016,2023-06-14,Serum,,2110/D4/2016,1395,,ENA portal API
OQ579517,DENV-4,2023,published,Jun-2016,2023-06-14,Serum,,2112/D4/2016,1395,,ENA portal API
OQ579518,DENV-4,2023,published,Jun-2016,2023-06-14,Serum,,2128/D4/2016,1395,,ENA portal API
OQ579519,DENV-4,2023,published,Jun-2016,2023-06-14,Serum,,2130/D4/2016,1395,,ENA portal API
OQ579520,DENV-4,2023,published,Jul-2016,2023-06-14,Serum,,2156/D4/2016,1395,,ENA portal API
OQ579521,DENV-4,2023,published,Jul-2016,2023-06-14,Serum,,2189/D4/2016,1395,,ENA portal API
OQ579522,DENV-4,2023,published,Jul-2016,2023-06-14,Serum,,2197/D4/2016,1395,,ENA portal API
OQ579523,DENV-4,2023,published,Jul-2016,2023-06-14,Serum,,2292/D4/2016,1395,,ENA portal API
OQ579524,DENV-4,2023,published,Nov-2016,2023-06-14,Serum,,5100/D4/2016,1395,,ENA portal API
OQ579525,DENV-4,2023,published,Jan-2017,2023-06-14,Serum,,97/D4/2017,1395,,ENA portal API
OQ579526,DENV-4,2023,published,Jan-2017,2023-06-14,Serum,,388/D4/2017,1395,,ENA portal API
OQ579527,DENV-4,2023,published,Jan-2017,2023-06-14,Serum,,408/D4/2017,1395,,ENA portal API
OQ579528,DENV-4,2023,published,Feb-2017,2023-06-14,Serum,,537/D4/2017,1395,,ENA portal API
OQ579529,DENV-4,2023,published,Mar-2017,2023-06-14,Serum,,712/D4/2017,1395,,ENA portal API
OQ579530,DENV-4,2023,published,Apr-2017,2023-06-14,Serum,,870/D4/2017,1395,,ENA portal API
OQ579531,DENV-4,2023,published,May-2017,2023-06-14,Serum,,1054/D4/2017,1395,,ENA portal API
OQ579532,DENV-4,2023,published,Sep-2015,2023-06-14,Serum,,3961/D4/2015,1395,,ENA portal API
OQ579533,DENV-4,2023,published,Oct-2015,2023-06-14,Serum,,4285/D4/2015,1395,,ENA portal API
OQ579534,DENV-4,2023,published,Oct-2015,2023-06-14,Serum,,4402/D4/2015,1395,,ENA portal API
OQ579535,DENV-4,2023,published,Oct-2015,2023-06-14,Serum,,4403/D4/2015,1395,,ENA portal API
OQ579536,DENV-4,2023,published,Nov-2015,2023-06-14,Serum,,5988/D4/2015,1395,,ENA portal API
OQ579537,DENV-4,2023,published,Nov-2015,2023-06-14,Serum,,6005/D4/2015,1395,,ENA portal API
OQ579538,DENV-4,2023,published,Dec-2015,2023-06-14,Serum,,6229/D4/2015,1395,,ENA portal API
OQ579539,DENV-4,2023,published,Jul-2016,2023-06-14,Serum,,2574/D4/2016,1395,,ENA portal API
OQ579540,DENV-4,2023,published,Jul-2016,2023-06-14,Serum,,2576/D4/2016,1395,,ENA portal API
OQ579541,DENV-4,2023,published,Aug-2016,2023-06-14,Serum,,2941/D4/2016,1395,,ENA portal API
OQ579542,DENV-4,2023,published,Aug-2016,2023-06-14,Serum,,3543/D4/2016,1395,,ENA portal API
OQ579543,DENV-4,2023,published,Aug-2016,2023-06-14,Serum,,3559/D4/2016,1395,,ENA portal API
OQ579544,DENV-4,2023,published,Aug-2016,2023-06-14,Serum,,3607/D4/2016,1395,,ENA portal API
OQ579545,DENV-4,2023,published,Sep-2016,2023-06-14,Serum,,3971/D4/2016,1395,,ENA portal API
OQ579546,DENV-4,2023,published,Sep-2016,2023-06-14,Serum,,4255/D4/2016,1395,,ENA portal API
OQ579547,DENV-4,2023,published,Oct-2016,2023-06-14,Serum,,4429/D4/2016,1395,,ENA portal API
OQ579548,DENV-4,2023,published,Oct-2016,2023-06-14,Serum,,4544/D4/2016,1395,,ENA portal API
OQ579549,DENV-4,2023,published,Oct-2016,2023-06-14,Serum,,4667/D4/2016,1395,,ENA portal API
OQ579550,DENV-4,2023,published,Oct-2016,2023-06-14,Serum,,4745/D4/2016,1395,,ENA portal API
OQ579551,DENV-4,2023,published,Dec-2016,2023-06-14,Serum,,5483/D4/2016,1395,,ENA portal API
OQ579552,DENV-4,2023,published,Dec-2016,2023-06-14,Serum,,5542/D4/2016,1395,,ENA portal API
OR389013,DENV-1,2023,published,1988,2023-08-18,Homo sapiens,PhH_027/88,DENV1/Philippines/1988/Yale-DH131,10575,PRJNA1001374,ENA portal API
OR389293,DENV-1,2023,published,1964,2023-08-18,Homo sapiens,16572,DENV1/Philippines/1964/Yale-DH121,10575,PRJNA1001374,ENA portal API
OR389322,DENV-2,2023,published,1988,2023-08-18,Homo sapiens,PhH_023/88,DENV2/Philippines/1988/Yale-DH077,10512,PRJNA1001374,ENA portal API
MF094195,DENV-3,2024,published,1983,2024-01-23,Homo sapiens,,PhMH2311-83,1666,,ENA portal API
MF094196,DENV-3,2024,published,1983,2024-01-23,Homo sapiens,,PhMH2822-83,1671,,ENA portal API
